StudentID,Name,Age,Gender,Class,Math,Science,English,History,Computer,AttendancePercent,Extracurricular,Total,Grade
S11735,Mrs. Megan Baker,15,Female,7,76,81,98,90,58,86.52,Drama,403,B
S11736,Ryan Chen,15,Female,8,44,35,68,50,57,83.29,Drama,254,D
S11737,Kathy Moore,16,Female,5,98,54,97,36,44,84.41,Dance,329,C
S11738,George Holland,13,Male,11,86,56,30,52,42,61.4,Music,266,D
S11739,Benjamin Stanley,10,Male,9,53,41,61,93,50,63.05,Music,298,D
S11740,Eddie Phillips,13,Female,12,46,68,60,63,74,73.24,Dance,311,C
S11741,Austin Oliver,11,Male,9,76,73,31,94,99,84.97,Dance,373,C
S11742,John Hill,14,Male,9,83,86,95,72,56,65.32,Dance,392,C
S11743,Russell Aguilar,15,Male,12,97,51,45,91,67,77.88,Music,351,C
S11744,Kayla Lopez,10,Male,11,62,65,67,58,83,95.42,None,335,C
S11745,Nathan Smith,14,Female,10,67,62,83,80,47,91.55,Debate,339,C
S11746,Jennifer Cooper,15,Male,12,57,98,85,69,79,88.23,None,388,C
S11747,Calvin Hughes,13,Male,9,36,52,62,61,98,74.12,None,309,C
S11748,Nathaniel Baker,12,Male,6,39,51,81,37,91,82.9,None,299,D
S11749,Kenneth Gonzalez,12,Male,10,41,47,76,93,36,91.25,Drama,293,D
S11750,Joshua Hall,13,Male,9,78,62,90,62,60,93.71,Dance,352,C
S11751,Kristina Stanton,15,Female,9,63,42,85,90,66,73.1,Debate,346,C
S11752,Sonya Pacheco,17,Male,11,31,59,83,52,85,89.98,Music,310,C
S11753,Barbara Thomas,17,Male,10,62,86,80,96,59,98.06,Debate,383,C
S11754,Jordan Wall,12,Female,7,52,51,58,37,79,82.8,Drama,277,D
S11755,Pamela Meyer,11,Female,5,47,70,69,39,73,95.68,Drama,298,D
S11756,Lisa Robinson,15,Female,7,91,92,92,93,57,97.7,Drama,425,B
S11757,Shelby Rodriguez,14,Female,9,96,86,88,72,36,83.3,Football,378,C
S11758,Jeffrey Anderson,11,Female,10,44,61,85,84,70,68.22,Drama,344,C
S11759,Brett Griffin,15,Female,11,30,64,92,62,58,94.65,None,306,C
S11760,Patricia Holmes,11,Male,5,65,99,34,46,84,62.47,Debate,328,C
S11761,Stacey Rodriguez,14,Female,7,82,34,48,42,97,85.14,None,303,C
S11762,Carrie Solis,12,Female,9,93,69,58,48,92,81.51,Football,360,C
S11763,Louis George,16,Female,5,51,44,60,87,61,64.55,Drama,303,C
S11764,Michael Phillips,17,Female,6,50,69,56,82,98,97.85,Music,355,C
S11765,Tiffany Fritz,10,Male,6,87,57,50,40,39,98.69,Debate,273,D
S11766,Holly Scott,13,Female,11,89,87,73,81,51,72.55,None,381,C
S11767,Patricia Bell,12,Male,7,30,42,43,39,80,75.6,Football,234,D
S11768,Alicia Villa,15,Female,6,72,73,46,33,91,84.37,Dance,315,C
S11769,John Price,16,Male,9,60,80,30,36,47,68.66,None,253,D
S11770,Teresa Singh,13,Male,8,75,79,78,66,59,76.32,Music,357,C
S11771,Jessica Davis,12,Male,6,77,99,77,64,70,88.56,Music,387,C
S11772,Tammy Gonzales,10,Female,5,39,99,82,82,69,62.38,Football,371,C
S11773,Matthew Lee,11,Male,10,34,38,55,38,59,88.78,Dance,224,D
S11774,Amy Hart,16,Male,10,43,91,67,84,94,92.39,Football,379,C
S11775,Luis Scott,14,Male,7,53,74,36,53,96,85.03,Drama,312,C
S11776,Gary Bowers,16,Female,11,38,70,40,31,46,65.96,Music,225,D
S11777,Benjamin Lane,13,Female,5,59,91,75,95,73,63.59,Music,393,C
S11778,Denise Cunningham,12,Female,10,98,49,34,69,94,97.02,Drama,344,C
S11779,Stephen Jones,16,Female,7,51,91,46,80,84,76.57,Drama,352,C
S11780,Stephanie Baxter,16,Male,5,54,48,33,40,42,91.2,Football,217,D
S11781,Justin Harris,14,Female,7,79,89,91,70,97,83.11,Drama,426,B
S11782,Michele Thompson,10,Male,9,79,47,46,47,61,62.27,Debate,280,D
S11783,Daniel Velasquez,10,Male,12,44,65,75,58,87,82.76,Dance,329,C
S11784,Madison Davenport,11,Male,11,52,79,73,52,72,73.4,Music,328,C
S11785,Dana Park,13,Female,12,75,63,56,44,72,72.21,None,310,C
S11786,Brenda Ray,17,Male,6,91,63,33,73,68,80.69,Dance,328,C
S11787,Shelby Nelson,12,Female,11,62,93,95,52,70,96.08,Music,372,C
S11788,Joshua Wheeler,11,Female,9,54,72,99,81,69,72.33,Dance,375,C
S11789,Ronald Espinoza,12,Male,11,31,54,87,47,95,64.78,Debate,314,C
S11790,Alexandra Jones,11,Female,9,32,88,70,62,75,83.79,Football,327,C
S11791,Brian Lee,15,Female,6,72,69,32,47,81,97.2,Drama,301,C
S11792,Scott Collins,16,Male,11,90,92,85,74,53,81.72,Football,394,C
S11793,Amanda Buckley,16,Male,7,70,49,47,33,98,77.73,Drama,297,D
S11794,John Lawson,11,Female,6,37,51,44,30,54,87.29,Music,216,D
S11795,Michael Anderson,14,Female,7,55,94,78,33,34,98.43,Debate,294,D
S11796,Todd Juarez,11,Male,10,96,55,78,50,48,89.92,Drama,327,C
S11797,Jeffrey Green,17,Male,11,39,63,51,49,57,68.99,None,259,D
S11798,Peter Miller,14,Female,12,39,66,35,74,75,63.74,None,289,D
S11799,Billy Wilson,10,Male,9,64,73,90,57,31,72.98,Dance,315,C
S11800,Brian Valencia,14,Male,12,68,94,47,65,81,92.03,None,355,C
S11801,Chelsey Cummings DDS,12,Female,10,66,64,38,36,60,61.42,Dance,264,D
S11802,Douglas Harrison,13,Male,11,83,70,32,61,80,87.52,Drama,326,C
S11803,Lindsay Ruiz,14,Male,10,71,30,76,35,36,67.0,Music,248,D
S11804,Joshua Wilson,11,Male,6,50,54,49,44,74,80.11,Dance,271,D
S11805,Jordan White,15,Male,11,59,47,72,74,95,95.27,None,347,C
S11806,Kevin Reid,12,Female,11,44,83,52,92,65,70.65,Football,336,C
S11807,Erin Collins DVM,15,Female,11,79,77,61,34,97,77.83,Football,348,C
S11808,Christopher Farrell,15,Female,5,83,77,40,30,55,64.26,Debate,285,D
S11809,Joanne Huang,12,Male,10,57,76,70,34,96,81.83,Football,333,C
S11810,Alexander Hughes,11,Male,7,69,91,39,33,99,79.59,Drama,331,C
S11811,Monica Jackson,13,Male,12,40,50,58,50,50,69.13,Music,248,D
S11812,Jerome Watkins,10,Male,5,83,67,87,87,99,84.37,Dance,423,B
S11813,Michelle Harrington,17,Female,5,80,72,62,39,61,99.42,Dance,314,C
S11814,Jeremy Marsh,11,Female,8,65,54,35,95,31,78.4,Football,280,D
S11815,Curtis Christensen,14,Female,6,53,65,75,72,62,62.94,Football,327,C
S11816,Pamela Palmer,10,Female,9,68,67,82,96,46,78.6,Debate,359,C
S11817,Angel Salinas,11,Male,8,40,89,92,73,51,98.99,Music,345,C
S11818,Deborah Johnson,10,Female,5,94,65,50,33,99,89.54,Dance,341,C
S11819,Randy Hanson,13,Female,5,85,62,70,98,90,82.71,Music,405,B
S11820,Angela Brown,14,Male,7,99,49,96,69,69,60.41,Football,382,C
S11821,Mary Coleman,10,Female,8,52,70,77,38,81,81.06,Dance,318,C
S11822,Miss Julia Bailey,12,Male,6,41,51,53,86,82,71.14,Drama,313,C
S11823,Benjamin Holland,11,Female,5,89,90,53,73,83,71.88,Drama,388,C
S11824,Richard Thornton,12,Female,5,65,41,57,82,69,83.49,Dance,314,C
S11825,Michael Hernandez,13,Male,8,50,82,47,49,42,74.5,None,270,D
S11826,Jessica Oliver,12,Female,7,37,50,33,74,61,74.89,Football,255,D
S11827,Sandra Ortega,13,Male,10,32,34,39,31,99,95.5,None,235,D
S11828,Christopher Davis,10,Male,11,65,41,89,88,86,61.14,Dance,369,C
S11829,David Olsen,11,Female,10,58,85,71,95,34,90.72,Football,343,C
S11830,Jesse Barnes,17,Male,9,80,68,36,51,70,86.26,Dance,305,C
S11831,Dustin Barron,13,Female,10,87,44,74,85,38,83.99,Debate,328,C
S11832,James Carrillo,16,Male,11,43,58,98,71,47,79.18,Dance,317,C
S11833,Laura Martinez,10,Female,10,71,55,34,38,41,99.22,Dance,239,D
S11834,Shannon Young,13,Female,12,76,68,56,32,63,85.85,None,295,D
S11835,James Andersen,15,Female,12,53,98,44,59,71,63.89,None,325,C
S11836,Ronald Lee,11,Male,9,92,94,64,92,56,92.71,Dance,398,C
S11837,Austin Wilcox,13,Male,7,81,51,89,33,93,72.11,Football,347,C
S11838,Jared Hurst,11,Female,12,62,90,55,60,45,74.4,Debate,312,C
S11839,Theresa Black,16,Male,9,67,35,53,87,35,83.31,Football,277,D
S11840,Tammy Hernandez,17,Female,10,73,88,52,64,64,75.44,Dance,341,C
S11841,Manuel Horton,11,Male,5,83,75,85,31,93,81.33,Drama,367,C
S11842,Justin Huff,11,Male,7,37,66,53,32,61,92.09,Dance,249,D
S11843,James Reyes,10,Female,9,81,50,55,98,42,68.5,Music,326,C
S11844,Matthew Nielsen,14,Male,12,92,89,38,34,98,82.94,Debate,351,C
S11845,Michael Williams,17,Female,8,82,46,30,62,48,80.43,None,268,D
S11846,Ashley Ramirez,13,Female,6,70,91,40,85,58,65.26,Football,344,C
S11847,Alyssa Jefferson,11,Female,11,67,57,52,67,60,67.63,Music,303,C
S11848,William Webster,14,Male,9,38,89,37,60,95,61.78,None,319,C
S11849,Amanda Herrera,13,Female,8,75,35,79,97,76,97.56,Football,362,C
S11850,William Burns MD,16,Female,7,54,86,52,34,87,77.41,Debate,313,C
S11851,Sean Andrade,13,Female,11,67,77,78,87,87,91.2,Dance,396,C
S11852,Jennifer Roth,15,Male,11,80,47,31,75,39,83.39,None,272,D
S11853,Diane Tucker,10,Female,12,93,60,82,99,84,64.42,Drama,418,B
S11854,Christine Williams DVM,11,Female,5,46,76,82,78,57,81.48,Drama,339,C
S11855,Michael Pierce,11,Male,9,53,51,74,68,83,98.59,Dance,329,C
S11856,Joshua Boyd,11,Female,5,66,97,43,35,86,66.83,Music,327,C
S11857,Jacob Sloan,16,Male,7,68,36,98,32,56,81.07,Dance,290,D
S11858,Ms. Jessica Oconnell MD,13,Male,11,45,43,35,36,45,95.21,Dance,204,D
S11859,Jessica Frye,12,Male,12,68,98,90,70,41,99.75,Debate,367,C
S11860,Robert Smith,12,Male,10,35,31,71,43,83,76.75,Drama,263,D
S11861,Timothy Murphy,16,Male,8,96,55,84,31,61,96.01,Dance,327,C
S11862,Sabrina Hicks,12,Male,6,50,77,77,75,96,71.82,Football,375,C
S11863,Teresa Paul,13,Female,9,93,34,92,95,42,61.55,Music,356,C
S11864,Brittany Rose,10,Female,9,85,59,66,55,95,90.23,Dance,360,C
S11865,Austin Ryan,12,Male,10,95,40,77,46,40,62.35,Drama,298,D
S11866,Heather Clark,10,Male,9,47,73,30,92,97,94.11,Dance,339,C
S11867,Brittany Hutchinson,14,Female,5,58,85,83,56,78,64.84,Debate,360,C
S11868,Robert Smith,13,Male,8,37,32,45,33,57,88.35,Drama,204,D
S11869,Janet Espinoza,16,Female,5,54,53,87,86,97,91.72,Music,377,C
S11870,Jason Fisher,15,Female,7,40,86,35,95,63,98.86,None,319,C
S11871,Larry Lee,17,Male,6,94,34,99,43,74,90.44,Music,344,C
S11872,Lori Sanders,16,Female,7,81,99,70,62,66,99.31,None,378,C
S11873,Antonio Anderson,11,Female,5,63,52,90,46,60,88.29,Music,311,C
S11874,Jennifer Ashley,12,Male,5,87,83,73,80,73,85.62,Debate,396,C
S11875,Jesse Morales,12,Female,7,92,59,57,81,38,63.33,Music,327,C
S11876,Kristin Simmons,14,Male,9,44,62,96,46,39,79.14,None,287,D
S11877,Dylan Baker,13,Male,5,70,49,99,88,81,77.39,Drama,387,C
S11878,Beth Fisher,14,Male,10,90,33,89,78,87,62.72,Debate,377,C
S11879,Shaun Reed,15,Female,5,99,67,74,96,68,84.4,Football,404,B
S11880,Natalie Williams,14,Female,10,91,81,83,76,31,63.82,Debate,362,C
S11881,Jared Mccarthy,11,Male,7,99,76,45,52,89,87.53,Football,361,C
S11882,Karen Marks,16,Female,5,41,90,33,78,78,72.15,Music,320,C
S11883,Renee Morgan,17,Male,11,70,69,87,71,98,91.85,Drama,395,C
S11884,Erica Howard,11,Female,12,90,98,97,94,70,70.02,Music,449,B
S11885,Debbie Skinner,16,Male,11,81,52,54,96,82,79.82,Dance,365,C
S11886,James Phillips,12,Female,12,75,86,89,78,41,62.52,None,369,C
S11887,Larry Carr,11,Male,11,71,40,33,88,36,98.72,Drama,268,D
S11888,Deanna Hernandez,15,Female,10,61,71,80,56,33,85.58,Drama,301,C
S11889,Danielle Rodgers,10,Female,7,85,53,31,92,59,87.4,None,320,C
S11890,Regina Freeman,17,Male,5,46,38,45,74,49,86.5,Debate,252,D
S11891,Bryan Johnson,13,Male,12,91,38,36,58,48,73.67,None,271,D
S11892,Adrienne Reed,13,Female,6,84,37,83,48,51,93.11,Debate,303,C
S11893,Mark Dickerson,11,Female,10,99,47,96,33,62,78.13,Debate,337,C
S11894,Paul Evans,12,Male,11,74,76,77,56,83,61.6,Debate,366,C
S11895,Anne Potter,17,Male,7,79,42,45,42,89,70.75,None,297,D
S11896,Robert King,12,Male,8,70,74,84,72,86,82.9,Drama,386,C
S11897,Mark Daniels,12,Female,11,92,81,97,92,44,69.86,Dance,406,B
S11898,David Bishop,13,Female,12,30,77,95,52,56,93.26,Music,310,C
S11899,Luis Lambert,14,Male,12,81,35,62,51,73,67.95,Drama,302,C
S11900,Melanie Smith,14,Male,7,79,31,68,48,31,67.17,Drama,257,D
S11901,Daniel Smith,15,Male,10,50,30,58,40,66,93.0,Dance,244,D
S11902,Robert Ellis,15,Female,7,32,57,46,45,58,73.11,Dance,238,D
S11903,Benjamin Hernandez,16,Female,6,89,66,52,40,79,79.96,None,326,C
S11904,Carol Swanson,13,Female,7,40,87,84,50,41,90.99,Football,302,C
S11905,Jason Hoffman,10,Male,8,57,76,70,45,77,60.99,Drama,325,C
S11906,David Sharp,14,Female,8,44,76,65,40,38,97.62,Drama,263,D
S11907,Darius Brown,10,Female,11,60,95,76,32,49,60.91,Dance,312,C
S11908,Michael Paul,11,Male,9,50,98,81,74,58,82.21,Debate,361,C
S11909,John Davis,16,Male,12,98,52,96,79,80,61.81,Music,405,B
S11910,Joseph Kim,15,Male,9,58,93,72,49,59,69.15,Debate,331,C
S11911,Jillian Taylor,12,Male,11,58,68,48,68,64,80.42,Football,306,C
S11912,Melanie Wolf,11,Female,7,37,87,37,40,73,96.83,Debate,274,D
S11913,Cameron Griffith,16,Female,11,45,67,58,35,35,78.75,Debate,240,D
S11914,Melissa Carter,15,Female,7,71,64,51,60,76,83.26,Music,322,C
S11915,Jessica James,17,Female,8,42,92,64,60,84,73.93,Dance,342,C
S11916,Stephanie Compton,17,Female,10,34,33,95,47,73,95.65,Debate,282,D
S11917,Anthony Miller,15,Female,9,69,34,95,48,86,83.83,Music,332,C
S11918,Brian Glover,13,Male,5,43,94,67,77,99,77.32,Debate,380,C
S11919,Amanda Frazier,17,Male,12,75,34,78,53,60,73.2,Dance,300,D
S11920,Stephanie Richards,16,Male,6,71,49,44,76,80,63.98,Drama,320,C
S11921,Kristen Murphy,16,Male,11,96,32,95,43,55,97.21,Football,321,C
S11922,Jonathan Diaz DVM,15,Male,11,84,32,53,57,43,83.61,Debate,269,D
S11923,Lauren Marquez,17,Male,10,81,92,58,65,56,61.85,None,352,C
S11924,Chad Wilson,13,Female,12,81,47,94,32,67,69.71,Drama,321,C
S11925,Amy Rodriguez,16,Female,7,75,49,66,42,67,87.62,Music,299,D
S11926,Jasmine Reed,15,Male,10,54,38,81,73,37,70.84,None,283,D
S11927,Jon Mack,13,Female,7,97,45,61,97,33,62.26,Football,333,C
S11928,Danielle Lopez,13,Male,9,83,42,65,77,95,81.99,Music,362,C
S11929,Shari Wilson,17,Female,9,30,86,35,39,35,75.28,Debate,225,D
S11930,Tyler Miller,15,Male,11,37,77,76,40,41,80.74,Dance,271,D
S11931,Evan Miller,13,Male,5,85,77,61,71,44,78.01,Drama,338,C
S11932,Victor Pierce,13,Female,5,64,36,64,39,56,84.56,Dance,259,D
S11933,Brian Edwards,14,Female,9,84,83,69,49,74,61.61,Dance,359,C
S11934,Annette Kim,10,Female,11,71,70,94,91,61,60.75,Football,387,C
S11935,Travis York,17,Male,7,51,72,63,77,46,99.01,Music,309,C
S11936,Laura Cobb,16,Male,8,68,86,70,57,94,95.97,None,375,C
S11937,Hunter Vance,11,Male,11,51,67,44,51,77,85.42,Dance,290,D
S11938,Christopher Perez,12,Male,10,36,67,65,73,84,80.79,Debate,325,C
S11939,Aaron Hoover,13,Male,7,82,52,84,91,32,70.06,Dance,341,C
S11940,Kellie Ewing,14,Male,5,48,70,90,62,51,96.83,Football,321,C
S11941,James Perez,13,Female,12,90,34,35,60,55,80.08,None,274,D
S11942,Debra Mccarty,13,Male,9,86,65,53,30,88,60.66,Football,322,C
S11943,Michael Phillips,12,Male,11,91,55,88,37,91,80.09,None,362,C
S11944,Cynthia Barrera,17,Male,9,62,56,55,76,41,69.49,Music,290,D
S11945,Cheryl Chapman,17,Male,7,33,55,40,89,55,89.86,Dance,272,D
S11946,Alex Cortez,13,Male,5,77,89,63,97,43,81.09,Football,369,C
S11947,Rachel Brown,10,Female,5,60,93,79,85,42,68.94,Music,359,C
S11948,Peggy Miller,13,Female,11,31,63,67,84,79,93.84,Drama,324,C
S11949,Joseph Hall,14,Male,11,85,71,64,50,69,85.84,Football,339,C
S11950,Ashley Rubio,13,Male,9,32,39,52,74,97,79.82,Dance,294,D
S11951,Nicholas Love,11,Female,11,67,86,76,81,67,91.96,Debate,377,C
S11952,Kristine Olsen,13,Female,9,86,53,42,42,68,71.18,Debate,291,D
S11953,Brandon Lozano,12,Female,6,94,92,30,56,52,96.34,Football,324,C
S11954,Michael Smith,17,Female,6,83,46,64,93,43,70.54,Football,329,C
S11955,Jennifer Brown,13,Male,5,63,68,84,93,88,89.29,Music,396,C
S11956,Jerome Davies,14,Female,5,89,47,53,61,97,74.3,Music,347,C
S11957,Tara Hernandez,13,Female,7,81,47,87,50,53,76.96,Debate,318,C
S11958,Brian Goodwin,12,Female,7,71,73,72,72,65,75.96,Music,353,C
S11959,Stephanie Glenn,16,Female,6,66,90,58,95,50,77.98,Dance,359,C
S11960,Walter Miller,13,Male,8,35,62,41,84,91,84.9,None,313,C
S11961,James Miles,17,Female,11,56,65,54,31,31,60.09,Football,237,D
S11962,Lynn Johnson,11,Male,10,50,42,91,83,59,63.53,Football,325,C
S11963,Dana Mitchell,15,Male,12,81,41,99,89,30,81.12,Debate,340,C
S11964,Alicia Newton,12,Male,11,32,34,84,98,52,65.21,Drama,300,D
S11965,Shane Giles Jr.,17,Male,7,65,42,97,93,66,65.96,Debate,363,C
S11966,Justin Booth,17,Male,6,78,71,56,76,60,90.25,Music,341,C
S11967,John Houston,11,Male,6,87,31,57,48,80,61.19,None,303,C
S11968,William Gomez,11,Male,5,79,99,74,58,44,60.16,Dance,354,C
S11969,Scott Rogers,10,Male,11,91,94,51,56,59,66.83,Drama,351,C
S11970,Brittany Mcclure,14,Male,11,55,42,88,52,76,88.13,Drama,313,C
S11971,Katherine Martinez,11,Female,12,43,44,70,57,91,64.58,None,305,C
S11972,Jocelyn Lee,10,Male,12,96,80,40,48,82,78.88,Drama,346,C
S11973,Susan Smith,11,Male,7,76,31,45,79,44,97.17,Debate,275,D
S11974,Rachel Jackson,16,Male,12,46,62,53,87,46,91.98,None,294,D
S11975,Robin Simmons,15,Male,12,50,49,70,59,32,74.02,Music,260,D
S11976,Kathryn Lewis,17,Male,11,30,93,91,42,70,77.02,Dance,326,C
S11977,Nicholas Williams,12,Female,11,37,80,91,91,59,76.86,Music,358,C
S11978,Brandon Nichols,11,Female,5,80,44,51,85,39,99.46,Dance,299,D
S11979,Abigail Barrera,16,Male,10,75,68,83,93,79,76.36,Debate,398,C
S11980,David Williams,13,Female,7,46,42,56,47,40,86.53,Football,231,D
S11981,Jennifer Newton,10,Male,9,33,60,91,69,76,84.76,Dance,329,C
S11982,Jackson Holmes,17,Male,10,58,40,38,64,54,69.64,Dance,254,D
S11983,Catherine Green,11,Female,9,62,56,97,42,79,84.27,Dance,336,C
S11984,James Valdez,17,Female,11,79,45,44,33,85,75.78,Debate,286,D
S11985,Erika Johns,14,Female,11,31,32,47,91,97,94.84,Debate,298,D
S11986,Ashley Cabrera,10,Male,10,43,66,33,44,32,91.16,None,218,D
S11987,Karen Dudley,13,Female,12,95,36,65,63,91,83.61,Drama,350,C
S11988,Gerald Garcia,16,Female,5,62,53,40,96,61,70.1,Football,312,C
S11989,Samantha Hernandez,10,Male,6,63,36,61,45,67,89.87,Dance,272,D
S11990,Eric Castaneda,11,Female,7,30,57,86,60,54,63.3,Football,287,D
S11991,John Williamson,12,Male,8,39,64,68,94,67,70.14,Drama,332,C
S11992,Patrick Cervantes,15,Male,10,96,53,95,44,74,94.29,Music,362,C
S11993,Brian Shepherd,12,Male,11,87,55,43,52,94,92.5,Music,331,C
S11994,Robert Marquez,13,Female,10,55,47,73,69,74,69.28,Dance,318,C
S11995,Christine Harris,11,Female,9,51,41,64,41,34,98.58,None,231,D
S11996,Anthony Mcmahon,11,Male,5,57,94,40,34,96,78.4,Football,321,C
S11997,Kelsey Fernandez,12,Male,8,56,58,86,75,85,78.69,Debate,360,C
S11998,Jose Hodges,16,Female,11,86,38,35,43,85,97.54,Football,287,D
S11999,David Carter,17,Male,11,58,38,94,72,40,91.19,Music,302,C
S12000,Sarah Henderson,13,Male,11,57,63,72,72,75,80.82,Music,339,C
S12001,Amber Daniel,12,Male,6,78,73,90,61,65,81.16,Music,367,C
S12002,Erin Anderson,15,Male,9,56,30,49,72,79,72.92,Music,286,D
S12003,Brent Nguyen,12,Female,5,46,67,77,98,51,77.12,Debate,339,C
S12004,Ricardo Little,17,Female,10,78,50,54,88,83,94.52,Football,353,C
S12005,John Shannon,14,Female,8,37,77,65,95,45,99.22,Music,319,C
S12006,Daniel Jackson,15,Female,10,46,53,81,55,77,71.61,Debate,312,C
S12007,Mark Tucker,15,Female,6,36,61,48,97,76,65.19,None,318,C
S12008,Sandra Snyder,14,Female,9,72,92,68,58,49,94.46,Drama,339,C
S12009,Alexander Brown,14,Female,10,85,96,76,67,85,66.23,Debate,409,B
S12010,Kathryn Watson,15,Male,6,95,31,96,74,58,83.9,Football,354,C
S12011,Alyssa Weaver,13,Male,7,44,63,61,64,36,87.41,Dance,268,D
S12012,Leslie Perez,13,Male,12,51,39,33,75,93,81.45,Debate,291,D
S12013,Amanda Garcia,16,Male,10,73,84,85,73,40,76.39,Football,355,C
S12014,John Jordan,17,Male,7,99,80,65,30,94,63.89,None,368,C
S12015,Carlos Pham,12,Male,10,64,76,30,90,43,94.99,Music,303,C
S12016,Devin Everett,11,Male,7,84,76,53,68,41,70.34,None,322,C
S12017,Troy Valdez,17,Male,8,64,67,96,95,84,88.97,Dance,406,B
S12018,Jonathan Nguyen,10,Male,6,75,56,88,45,80,86.3,Football,344,C
S12019,April Lopez,16,Female,6,79,75,90,82,40,70.45,Football,366,C
S12020,Matthew Rodriguez,15,Female,12,97,50,76,86,52,87.9,None,361,C
S12021,Gabriel Mitchell,11,Female,12,54,41,53,82,84,70.52,Music,314,C
S12022,Caitlin Knapp,17,Female,5,60,67,93,57,85,92.84,Debate,362,C
S12023,Cody Oneill,11,Female,7,69,35,79,34,83,71.02,Football,300,D
S12024,Nancy Rodriguez,12,Male,11,96,78,84,84,90,98.3,Music,432,B
S12025,Timothy Campbell,10,Female,6,72,89,72,72,61,86.65,None,366,C
S12026,Christopher Baker,13,Male,8,49,31,36,97,31,89.3,Debate,244,D
S12027,Daniel Lane,17,Female,8,84,46,80,71,80,87.74,Dance,361,C
S12028,Benjamin Bell,10,Male,9,99,73,64,58,94,68.33,Football,388,C
S12029,Sheila Vasquez,13,Female,10,78,79,46,80,84,96.75,Dance,367,C
S12030,Rebecca Stanley,11,Male,6,89,65,59,81,88,75.52,Drama,382,C
S12031,Cynthia Boyd,12,Female,9,61,61,73,70,78,70.15,Football,343,C
S12032,Anna Johnson,10,Male,6,54,66,88,84,89,92.07,Dance,381,C
S12033,Kenneth Barron,10,Female,7,69,90,37,51,99,69.6,Dance,346,C
S12034,Brian Thompson,13,Female,10,92,83,87,92,51,64.27,Debate,405,B
S12035,Kristi Hanson,12,Male,12,36,96,70,30,44,60.52,Football,276,D
S12036,Kelly Lopez,12,Male,7,60,70,49,82,30,74.54,Drama,291,D
S12037,Kathleen Norman,12,Female,10,89,33,49,94,60,74.26,Debate,325,C
S12038,Peggy Mueller,17,Male,6,30,99,82,93,67,99.9,Debate,371,C
S12039,Robert Evans,10,Male,12,73,64,52,71,37,60.25,Dance,297,D
S12040,Catherine Santana,16,Male,7,72,49,91,42,85,60.48,Drama,339,C
S12041,Jodi Castillo,12,Male,9,90,74,55,69,88,91.68,Football,376,C
S12042,Jessica Simon,12,Male,10,65,38,80,32,31,77.82,Dance,246,D
S12043,Jessica Bradley,11,Male,9,41,49,47,54,95,75.33,Football,286,D
S12044,Nichole Haas,10,Female,8,82,98,96,37,67,88.42,Drama,380,C
S12045,Ian Butler,14,Female,5,51,50,45,95,35,65.19,None,276,D
S12046,Philip Jimenez,17,Female,12,52,99,61,52,79,84.44,Debate,343,C
S12047,Scott Baker DDS,11,Male,6,72,96,75,49,74,74.88,Drama,366,C
S12048,Angel Thomas,17,Male,7,99,58,32,64,46,91.1,Debate,299,D
S12049,Andrew Stanley,12,Female,9,66,59,31,61,84,73.96,Debate,301,C
S12050,Angela Peters,17,Male,12,92,52,38,36,66,74.39,Dance,284,D
S12051,Thomas Hamilton,13,Female,8,56,92,50,64,39,76.84,Drama,301,C
S12052,Justin Thompson,16,Female,10,80,95,82,74,37,95.81,Music,368,C
S12053,Amber Floyd,16,Male,10,85,46,84,90,96,96.41,Debate,401,B
S12054,Linda Fowler,10,Female,9,57,31,60,65,88,84.47,Debate,301,C
S12055,Jessica Clayton,14,Female,6,97,53,93,97,64,71.36,Debate,404,B
S12056,Bradley Richard,17,Male,11,46,58,35,69,99,87.68,None,307,C
S12057,Michael Miller,12,Male,5,62,30,30,66,71,60.13,Drama,259,D
S12058,Courtney Jones,14,Female,5,63,40,95,82,65,67.17,Dance,345,C
S12059,Charlene Ware,12,Male,8,55,65,59,40,33,76.62,None,252,D
S12060,Ashley Robinson,15,Male,7,69,73,84,75,89,99.11,Drama,390,C
S12061,Kim Rice,11,Male,8,90,84,69,99,78,79.66,Drama,420,B
S12062,Heather Cross PhD,14,Female,6,58,36,88,50,80,90.57,Music,312,C
S12063,Amanda Patton,16,Male,10,46,51,62,54,58,70.94,Debate,271,D
S12064,Sandra Burnett,16,Female,9,59,90,59,55,58,62.2,None,321,C
S12065,Michelle Ramirez,15,Female,9,77,72,37,42,71,99.28,Debate,299,D
S12066,Gordon Mason,16,Male,10,42,82,78,66,93,75.39,Drama,361,C
S12067,Stacey Walker,12,Female,7,94,58,86,45,49,62.71,Football,332,C
S12068,Drew Garza,12,Female,9,86,95,85,96,99,91.41,None,461,A
S12069,David Ray,17,Female,10,34,82,43,88,87,69.18,Dance,334,C
S12070,Kathleen Gross,11,Male,11,40,94,87,42,48,78.46,None,311,C
S12071,Thomas Butler,13,Male,6,53,94,92,87,68,86.43,Music,394,C
S12072,Laura Branch,12,Female,11,56,70,79,78,52,61.4,Debate,335,C
S12073,Michael Espinoza,10,Female,11,52,79,63,35,56,80.96,None,285,D
S12074,Rhonda Johnson,13,Male,6,68,66,66,62,37,64.81,Football,299,D
S12075,Marcus White,11,Male,8,96,34,63,74,77,81.55,Debate,344,C
S12076,Mr. Trevor Kelley DDS,11,Male,10,66,87,96,50,91,65.47,None,390,C
